ShortName,FullName,ReorganizationStatus,InstitutionsAddresses,LegalOrganization,LegalAddress,global_id,OrgType,NumberofStudentsInOO,TheContingentOfPreschoolersStudyingOO
ГБОУ школа № 935,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»,действующее,"FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»
AdmArea:Южный административный округ
District:район Бирюлёво Восточное
Address:город Москва, Лебедянская улица, дом 26, корпус 4
ChiefName:Кутайсова Наталья Викторовна
ChiefPosition:директор
PublicPhone:(495) 329-17-11
WebSite:sch935u.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»
AdmArea:Южный административный округ
District:район Бирюлёво Восточное
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Лебедянская улица, дом 22, корпус 3
ChiefName:Кутайсова Наталья Викторовна
ChiefPosition:директор
PublicPhone:(495) 328-15-00
WebSite:sch935u.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»
AdmArea:Южный административный округ
District:район Бирюлёво Восточное
Address:город Москва, Липецкая улица, дом 15, корпус 2
ChiefName:Кутайсова Наталья Викторовна
ChiefPosition:директор
PublicPhone:(495) 329-54-11
WebSite:sch935u.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»
AdmArea:Южный административный округ
District:район Бирюлёво Восточное
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Липецкая улица, дом 7, корпус 2
ChiefName:Кутайсова Наталья Викторовна
ChiefPosition:директор
PublicPhone:(495) 329-20-22
WebSite:sch935u.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»
AdmArea:Южный административный округ
District:район Бирюлёво Восточное
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Лебедянская улица, дом 24, корпус 3
ChiefName:Кутайсова Наталья Викторовна
ChiefPosition:директор
PublicPhone:(495) 328-96-55
WebSite:sch935u.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»
AdmArea:Южный административный округ
District:район Бирюлёво Восточное
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Лебедянская улица, дом 26, корпус 2
ChiefName:Кутайсова Наталья Викторовна
ChiefPosition:директор
PublicPhone:(495) 329-97-22
WebSite:sch935u.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

",бюджетное,"115598, ГОРОД МОСКВА, УЛИЦА ЛИПЕЦКАЯ, 15, 2",2577704447,общеобразовательная организация,"PupilsQuantity:1470
Date:06.03.2023

","PupilsQuantity:660
Date:06.03.2023

"
ГБОУ школа № 1584,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»,действующее,"FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»
AdmArea:Западный административный округ
District:район Кунцево
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Рублёвское шоссе, дом 18, корпус 2
ChiefName:Тихомирова Екатерина Сергеевна
ChiefPosition:директор
PublicPhone:(495) 415-70-44
WebSite:sch1584.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»
AdmArea:Западный административный округ
District:район Кунцево
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Рублёвское шоссе, дом 24, корпус 4
ChiefName:Тихомирова Екатерина Сергеевна
ChiefPosition:директор
PublicPhone:(495) 413-34-91
WebSite:sch1584.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»
AdmArea:Западный административный округ
District:район Кунцево
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Рублёвское шоссе, дом 24, корпус 3
ChiefName:Тихомирова Екатерина Сергеевна
ChiefPosition:директор
PublicPhone:(495) 415-76-24
WebSite:sch1584.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»
AdmArea:Западный административный округ
District:район Кунцево
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Рублёвское шоссе, дом 14, корпус 2
ChiefName:Тихомирова Екатерина Сергеевна
ChiefPosition:директор
PublicPhone:(495) 415-74-24
WebSite:sch1584.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1584»
AdmArea:Западный административный округ
District:район Кунцево
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Рублёвское шоссе, дом 87, корпус 2
ChiefName:Тихомирова Екатерина Сергеевна
ChiefPosition:директор
PublicPhone:(499) 140-15-29
WebSite:sch1584.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

",бюджетное,"121615, город Москва, Рублевское шоссе, дом 24, корпус 3",2577704448,общеобразовательная организация,"PupilsQuantity:2011
Date:06.03.2023

","PupilsQuantity:691
Date:06.03.2023

"
ГБОУ школа № 1302,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1302»,действующее,"FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1302»
AdmArea:Северо-Западный административный округ
District:район Строгино
Address:город Москва, улица Исаковского, дом 29, корпус 1А
ChiefName:Харькова Наталья Петровна
ChiefPosition:директор
WebSite:schu1302.mskobr.ru
available_k:частично
available_o:частично
available_z:полностью
available_s:полностью

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1302»
AdmArea:Северо-Западный административный округ
District:район Строгино
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Исаковского, дом 28, корпус 3
ChiefName:Харькова Наталья Петровна
ChiefPosition:директор
PublicPhone:(495) 756-85-12
WebSite:schu1302.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1302»
AdmArea:Северо-Западный административный округ
District:район Строгино
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Исаковского, дом 29, корпус 1
ChiefName:Харькова Наталья Петровна
ChiefPosition:директор
PublicPhone:(495) 756-89-25
WebSite:schu1302.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1302»
AdmArea:Северо-Западный административный округ
District:район Строгино
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Исаковского, дом 29, корпус 2
ChiefName:Харькова Наталья Петровна
ChiefPosition:директор
PublicPhone:(495) 942-98-10
WebSite:schu1302.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

",бюджетное,"123181, ГОРОД МОСКВА, УЛИЦА ИСАКОВСКОГО, 29, 1",2577704449,общеобразовательная организация,"PupilsQuantity:1154
Date:06.03.2023

","PupilsQuantity:215
Date:06.03.2023

"
ГБОУ школа № 1400,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»,действующее,"FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Можайское шоссе, дом 50
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Кутузова, дом 20
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Можайское шоссе, дом 38, корпус 6
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Барвихинская улица, дом 12
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Кубинка, дом 20, корпус 1
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Можайское шоссе, дом 38, корпус 7
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
PublicPhone:(495) 448-92-59
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Можайское шоссе, дом 38, корпус 5
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Барвихинская улица, дом 14
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Запорожская улица, дом 3
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
PublicPhone:(495) 435-34-15
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Запорожская улица, дом 8, корпус 2
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Говорова, дом 7
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 7, корпус 2
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Кубинка, дом 20, корпус 2
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»
AdmArea:Западный административный округ
District:Можайский район
Address:город Москва, Можайское шоссе, дом 38, корпус 8
ChiefName:Давыдова Марина Васильевна
ChiefPosition:директор
WebSite:sch1400z.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

",бюджетное,"121354, город Москва, Можайское ш., д.38, корп.7",2577704450,общеобразовательная организация,"PupilsQuantity:3589
Date:06.03.2023

","PupilsQuantity:1581
Date:06.03.2023

"
ГБОУ школа № 17,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»,действующее,"FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 93В
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 420-83-11
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Введенского, дом 28
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 420-98-11
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Введенского, дом 32А
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 335-80-28
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Островитянова, дом 41А
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(499) 724-87-50
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:город Москва, улица Миклухо-Маклая, дом 32, корпус 2
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 420-06-51
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:полностью

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Островитянова, дом 45А
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 330-44-31
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Введенского, дом 28, строение 1
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 429-00-66
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Введенского, дом 27Б
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 429-08-58
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:город Москва, улица Введенского, дом 27А
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 335-06-88
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Островитянова, дом 53, корпус 4
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 330-34-00
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 17»
AdmArea:Юго-Западный административный округ
District:район Коньково
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Островитянова, дом 53, корпус 5
ChiefName:Силиванова Ксения Викторовна
ChiefPosition:директор
PublicPhone:(495) 420-90-01
WebSite:sch17uz.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

",бюджетное,"117279, ГОРОД МОСКВА, УЛИЦА ВВЕДЕНСКОГО, 28",2577704451,общеобразовательная организация,"PupilsQuantity:2703
Date:06.03.2023

","PupilsQuantity:907
Date:06.03.2023

"
ГБОУ школа № 920,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»,действующее,"FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»
AdmArea:Восточный административный округ
District:район Перово
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Перовская улица, дом 26А
ChiefName:Иноземцева Ксения Олеговна
ChiefPosition:директор
PublicPhone:(499) 781-16-18
WebSite:sch920v.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»
AdmArea:Восточный административный округ
District:район Перово
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Зелёный проспект, дом 10А
ChiefName:Иноземцева Ксения Олеговна
ChiefPosition:директор
PublicPhone:(499) 781-19-83
WebSite:sch920v.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»
AdmArea:Восточный административный округ
District:район Перово
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Лазо, дом 2А
ChiefName:Иноземцева Ксения Олеговна
ChiefPosition:директор
PublicPhone:(495) 306-68-20
WebSite:sch920v.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»
AdmArea:Восточный административный округ
District:район Перово
Address:город Москва, Перовская улица, дом 24
ChiefName:Иноземцева Ксения Олеговна
ChiefPosition:директор
PublicPhone:(495) 306-68-40
WebSite:sch920v.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»
AdmArea:Восточный административный округ
District:район Перово
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Перовская улица, дом 27
ChiefName:Иноземцева Ксения Олеговна
ChiefPosition:директор
PublicPhone:(495) 368-27-01
WebSite:sch920v.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»
AdmArea:Восточный административный округ
District:район Перово
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Перовская улица, дом 47
ChiefName:Иноземцева Ксения Олеговна
ChiefPosition:директор
PublicPhone:(495) 309-36-60
WebSite:sch920v.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

FullName:Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»
AdmArea:Восточный административный округ
District:район Перово
Address:Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Перовская улица, дом 37
ChiefName:Иноземцева Ксения Олеговна
ChiefPosition:директор
PublicPhone:(495) 304-87-20
WebSite:sch920v.mskobr.ru
available_k:частично
available_o:частично
available_z:частично
available_s:частично

",бюджетное,"111141, г. Москва, ул. Перовская, д. 37.",2577704452,общеобразовательная организация,"PupilsQuantity:1443
Date:06.03.2023

","PupilsQuantity:726
Date:06.03.2023

"
